file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\ConfigureForUnixVisitor.java,com.iluwatar.acyclicvisitor.ConfigureForUnixVisitor,class,3,1,1,1,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,1,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\Hayes.java,com.iluwatar.acyclicvisitor.Hayes,class,4,3,2,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,2,0,0,0,0,1,0,0,0,17,1,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\HayesVisitor.java,com.iluwatar.acyclicvisitor.HayesVisitor,interface,2,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\Modem.java,com.iluwatar.acyclicvisitor.Modem,class,1,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1025,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\ModemVisitor.java,com.iluwatar.acyclicvisitor.ModemVisitor,interface,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\Zoom.java,com.iluwatar.acyclicvisitor.Zoom,class,4,3,2,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,2,0,0,0,0,1,0,0,0,17,1,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\main\java\com\iluwatar\acyclicvisitor\ZoomVisitor.java,com.iluwatar.acyclicvisitor.ZoomVisitor,interface,2,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\AppTest.java,com.iluwatar.acyclicvisitor.AppTest,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ConfigureForDosVisitorTest.java,com.iluwatar.acyclicvisitor.ConfigureForDosVisitorTest,class,6,3,1,9,1,0.0,0.0,3,0,1,0,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,18,0,0,0,0,0,6,0,5,2,5,0,0,0,0,22,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ConfigureForUnixVisitorTest.java,com.iluwatar.acyclicvisitor.ConfigureForUnixVisitorTest,class,5,2,1,8,1,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,12,0,0,0,0,0,3,0,3,1,3,0,0,0,0,24,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\HayesTest.java,com.iluwatar.acyclicvisitor.HayesTest,class,5,2,1,6,1,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,15,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\acyclic-visitor\src\test\java\com\iluwatar\acyclicvisitor\ZoomTest.java,com.iluwatar.acyclicvisitor.ZoomTest,class,5,2,1,5,1,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,13,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\App.java,com.iluwatar.adapter.App,class,2,2,1,1,1,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,92,17,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\Captain.java,com.iluwatar.adapter.Captain,class,4,1,1,1,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,17,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\FishingBoat.java,com.iluwatar.adapter.FishingBoat,class,1,1,1,1,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,16,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\FishingBoatAdapter.java,com.iluwatar.adapter.FishingBoatAdapter,class,2,1,1,1,0,NaN,NaN,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\main\java\com\iluwatar\adapter\RowingBoat.java,com.iluwatar.adapter.RowingBoat,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\test\java\com\iluwatar\adapter\AdapterPatternTest.java,com.iluwatar.adapter.AdapterPatternTest,class,5,2,1,7,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,3,2,0,3,0,0,2,0,0,19,0,0,0,0,0,2,0,7,0,7,0,0,0,0,64,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\adapter\src\test\java\com\iluwatar\adapter\AppTest.java,com.iluwatar.adapter.AppTest,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\Aggregator.java,com.iluwatar.aggregator.microservices.Aggregator,class,5,1,1,5,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,12,1,0,0,0,0,2,1,3,0,5,0,0,0,0,36,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\App.java,com.iluwatar.aggregator.microservices.App,class,2,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\Product.java,com.iluwatar.aggregator.microservices.Product,class,2,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInformationClient.java,com.iluwatar.aggregator.microservices.ProductInformationClient,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInformationClientImpl.java,com.iluwatar.aggregator.microservices.ProductInformationClientImpl,class,3,3,1,12,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,18,2,0,0,1,0,3,0,3,0,3,1,0,0,0,25,1,2
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInventoryClient.java,com.iluwatar.aggregator.microservices.ProductInventoryClient,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\main\java\com\iluwatar\aggregator\microservices\ProductInventoryClientImpl.java,com.iluwatar.aggregator.microservices.ProductInventoryClientImpl,class,3,4,1,14,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,2,0,0,1,0,5,0,5,0,4,1,0,0,0,27,1,2
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\aggregator-service\src\test\java\com\iluwatar\aggregator\microservices\AggregatorTest.java,com.iluwatar.aggregator.microservices.AggregatorTest,class,8,2,1,9,1,0.0,0.0,2,0,1,0,0,1,2,0,0,0,3,0,0,3,0,0,0,0,0,17,0,0,0,0,0,1,1,3,0,6,0,0,0,0,29,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\main\java\com\iluwatar\information\microservice\InformationApplication.java,com.iluwatar.information.microservice.InformationApplication,class,2,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\main\java\com\iluwatar\information\microservice\InformationController.java,com.iluwatar.information.microservice.InformationController,class,2,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\information-microservice\src\test\java\com\iluwatar\information\microservice\InformationControllerTest.java,com.iluwatar.information.microservice.InformationControllerTest,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,2,0,0,0,0,13,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\main\java\com\iluwatar\inventory\microservice\InventoryApplication.java,com.iluwatar.inventory.microservice.InventoryApplication,class,2,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\main\java\com\iluwatar\inventory\microservice\InventoryController.java,com.iluwatar.inventory.microservice.InventoryController,class,2,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\aggregator-microservices\inventory-microservice\src\test\java\com\iluwatar\inventory\microservice\InventoryControllerTest.java,com.iluwatar.inventory.microservice.InventoryControllerTest,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,2,0,0,0,0,14,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\App.java,com.iluwatar.ambassador.App,class,1,1,1,1,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,0,2,0,0,0,0,80,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\Client.java,com.iluwatar.ambassador.Client,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,1,0,2,0,2,0,0,0,0,10,1,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteService.java,com.iluwatar.ambassador.RemoteService,class,5,7,1,7,4,0.0,0.0,4,1,1,1,0,2,3,0,0,1,3,2,0,3,0,0,2,0,3,28,2,0,1,1,0,1,3,5,2,4,1,0,0,0,65,1,1
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteServiceInterface.java,com.iluwatar.ambassador.RemoteServiceInterface,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\RemoteServiceStatus.java,com.iluwatar.ambassador.RemoteServiceStatus,enum,0,2,1,0,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,0,1,1,0,1,0,0,0,0,44,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\ServiceAmbassador.java,com.iluwatar.ambassador.ServiceAmbassador,class,5,8,1,11,6,0.0,0.0,4,0,1,2,0,1,2,0,0,0,2,2,0,2,0,0,2,0,5,40,4,1,1,1,1,3,5,9,2,8,3,0,0,0,64,1,3
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\main\java\com\iluwatar\ambassador\util\RandomProvider.java,com.iluwatar.ambassador.util.RandomProvider,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\AppTest.java,com.iluwatar.ambassador.AppTest,class,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\ClientTest.java,com.iluwatar.ambassador.ClientTest,class,3,3,1,3,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,2,0,2,0,0,0,0,8,0,0
D:\lab_experimentacao\Sprint 1 - Lab02\repository\java\2\ambassador\src\test\java\com\iluwatar\ambassador\RemoteServiceTest.java,com.iluwatar.ambassador.RemoteServiceTest$StaticRandomProvider,innerclass,1,2,1,0,0,0.0,0